order_item_id,order_id,product_id,quantity,unit_price,total_price
159,53,4175,1,384.34,384.34
160,53,2265,8,1387.05,11096.4
161,54,1248,8,157.54,1260.32
162,54,1503,3,146.54,439.62
163,55,1558,8,149.88,1199.04
164,55,2586,9,195.6,1760.4
165,55,802,2,230.57,461.14
166,56,1098,6,24.96,149.76
167,56,4697,7,1074.75,7523.25
168,56,3656,2,863.35,1726.7
169,56,4125,6,793.24,4759.44
170,57,975,5,256.04,1280.2
171,58,3618,8,326.48,2611.84
172,58,977,7,253.7,1775.9
173,58,1660,2,2763.98,5527.96
174,58,2588,10,368.76,3687.6
175,59,4290,1,1240.19,1240.19
176,59,4866,7,39.95,279.65
177,60,3807,9,526.73,4740.57
178,60,3232,2,23.95,47.9
179,61,4248,10,13479.74,134797.4
180,62,4637,3,1096.02,3288.06
181,63,1889,5,245.64,1228.2
182,63,2200,1,1039.42,1039.42
183,63,1070,7,840.81,5885.67
184,63,373,9,4408.65,39677.85
185,63,1841,6,412.32,2473.92
186,64,4442,10,698.78,6987.8
187,64,3806,5,1080.34,5401.7
188,64,1740,6,6506.31,39037.86
189,64,2502,1,2136.42,2136.42
190,64,4171,6,49.42,296.52
191,65,2378,3,68.41,205.23
192,65,12,5,248.64,1243.2
193,65,2969,5,32.58,162.9
194,65,1468,9,903.81,8134.29
195,65,4059,7,2116.65,14816.55
196,66,2778,7,348.06,2436.42
197,66,3697,6,212.09,1272.54
198,66,1864,9,36.3,326.7
199,66,3354,7,561.35,3929.45
200,67,4236,2,85.24,170.48
201,67,2555,6,135.93,815.58
202,67,1742,10,388.14,3881.4
203,67,1066,5,93.23,466.15
204,67,714,4,909.88,3639.52
205,68,4002,4,477.14,1908.56
206,68,1541,3,479.78,1439.34
207,69,2483,1,9930.65,9930.65
208,69,4264,2,322.78,645.56
209,69,2452,5,143.58,717.9
210,69,2348,9,137.06,1233.54
211,70,493,3,561.53,1684.59
212,70,196,9,891.21,8020.89
213,70,2431,3,1166.21,3498.63
214,70,3831,4,369.01,1476.04
215,70,2921,10,170.1,1701.0
216,71,895,10,3975.26,39752.6
217,71,1047,2,1330.21,2660.42
218,71,2586,8,195.6,1564.8
219,71,4153,7,568.94,3982.58
220,71,2107,5,129.5,647.5
221,72,1337,10,199.24,1992.4
222,72,3549,2,94.37,188.74
223,72,1375,1,4543.09,4543.09
224,72,2566,3,271.09,813.27
225,72,4183,8,140.48,1123.84
226,73,292,2,238.68,477.36
227,74,391,7,129.93,909.51
228,74,1293,5,495.47,2477.35
229,74,3496,6,9111.92,54671.52
230,74,1247,2,526.23,1052.46
231,74,1033,3,910.0,2730.0
232,75,3322,3,128.83,386.49
233,75,2068,5,408.79,2043.95
234,75,1794,8,1368.7,10949.6
235,76,1256,10,81.46,814.6
236,76,1280,1,314.48,314.48
237,76,3473,7,540.77,3785.39
238,76,2870,5,3159.21,15796.05
239,77,3397,7,1067.41,7471.87
240,77,4059,1,2116.65,2116.65
241,77,1554,8,144.65,1157.2
242,78,3604,1,500.51,500.51
243,79,419,10,2932.33,29323.3
244,80,2991,8,4861.97,38895.76
245,80,2895,4,1071.71,4286.84
246,80,4159,9,188.65,1697.85
247,81,2808,8,143.31,1146.48
248,81,4552,5,1760.99,8804.95
249,82,3760,2,483.57,967.14
250,82,843,8,92.81,742.48
251,83,4558,6,858.21,5149.26
252,84,876,2,7379.38,14758.76
253,84,3871,9,62.13,559.17
254,84,663,9,476.03,4284.27
255,84,4590,8,98.97,791.76
256,85,4137,2,459.77,919.54
257,85,2945,9,812.97,7316.73
258,85,4830,2,103.41,206.82
259,86,3518,3,945.01,2835.03
260,86,1933,10,248.8,2488.0
261,86,1683,8,128.9,1031.2
262,86,4247,5,639.73,3198.65
263,86,468,9,1557.55,14017.95
264,87,555,10,829.66,8296.6
265,87,2983,8,1500.19,12001.52
266,87,648,6,460.89,2765.34
267,87,3296,3,99.65,298.95
268,88,79,1,573.78,573.78
269,89,2117,8,354.85,2838.8
270,90,4680,5,728.93,3644.65
271,91,3558,6,601.38,3608.28
272,92,4227,6,8248.9,49493.4
273,92,4848,1,225.97,225.97
274,92,452,4,2095.03,8380.12
275,92,3639,1,415.3,415.3
276,93,3416,2,401.04,802.08
277,93,2479,7,67.13,469.91
278,93,1682,10,482.18,4821.8
279,93,675,1,60.54,60.54
280,93,1162,8,15537.66,124301.28
281,94,1421,4,1121.08,4484.32
282,94,3858,9,1213.95,10925.55
283,94,1591,8,100.12,800.96
284,95,1130,4,818.73,3274.92
285,95,907,5,65.03,325.15
286,95,3865,1,286.24,286.24
287,95,761,3,210.85,632.55
288,96,148,6,68.99,413.94
289,96,3334,3,1182.89,3548.67
290,96,1056,7,182.58,1278.06
291,96,3177,10,55.39,553.9
292,97,1916,7,221.54,1550.78
293,97,1098,1,24.96,24.96
294,98,1902,5,303.04,1515.2
295,99,834,5,158.05,790.25
296,99,4174,8,117.36,938.88
297,100,1878,1,365.32,365.32
298,100,1207,10,174.45,1744.5
299,100,4101,7,52.68,368.76
300,100,1074,9,72.98,656.82
301,101,665,9,171.63,1544.67
302,102,1656,2,321.02,642.04
303,103,3201,9,660.09,5940.81
304,103,4451,6,237.97,1427.82
305,103,1574,6,65.35,392.1
306,103,4833,2,1207.6,2415.2
307,103,1572,6,76.19,457.14
308,104,1530,7,93.24,652.68
309,104,2045,8,145.62,1164.96
310,104,2310,8,1893.33,15146.64
311,104,4301,9,264.86,2383.74
312,104,4338,3,1063.68,3191.04
313,105,2714,10,61.29,612.9
314,105,1021,10,1095.39,10953.9
315,105,4266,8,1048.32,8386.56
316,106,925,4,3002.43,12009.72
317,106,1748,10,1060.24,10602.4
318,106,987,8,4768.11,38144.88
319,106,1218,4,759.83,3039.32
320,106,1066,9,93.23,839.07
321,107,1293,4,495.47,1981.88
322,107,1500,8,1216.09,9728.72
323,107,2619,5,992.8,4964.0
324,107,760,4,1429.49,5717.96
325,107,4341,8,2051.61,16412.88
326,108,3052,6,172.51,1035.06
327,109,2306,1,53076.31,53076.31
328,109,2749,5,892.56,4462.8
329,109,3984,6,92.7,556.2
330,110,1575,3,1006.52,3019.56
331,110,2417,2,1143.47,2286.94
332,110,1651,7,1192.8,8349.6
333,111,333,8,560.21,4481.68
334,111,281,3,592.82,1778.46
335,111,2453,10,452.07,4520.7
336,111,961,5,1311.19,6555.95
337,111,862,1,51.47,51.47
338,112,804,8,249.93,1999.44
339,112,4514,8,122.88,983.04
340,112,4213,10,1654.7,16547.0
341,112,3447,8,422.99,3383.92
342,113,1669,7,1764.35,12350.45
343,113,85,1,148.69,148.69
344,113,2261,6,962.68,5776.08
345,114,2801,8,658.76,5270.08
346,114,2310,3,1893.33,5679.99
347,114,4066,6,193.5,1161.0
348,115,3818,4,415.31,1661.24
349,115,3726,4,1198.37,4793.48
350,116,3249,10,704.93,7049.3
351,116,2829,4,2083.45,8333.8
352,117,1207,5,174.45,872.25
353,117,2559,5,817.57,4087.85
354,117,4665,8,1468.85,11750.8
355,117,987,3,4768.11,14304.33
356,118,3094,10,938.26,9382.6
357,118,2577,2,4495.69,8991.38
358,119,1984,7,1822.93,12760.51
359,119,4895,3,101.32,303.96
360,119,382,1,203.47,203.47
361,120,790,3,41.4,124.2
362,120,2834,9,331.5,2983.5
363,120,3062,4,303.48,1213.92
364,120,2556,1,1114.94,1114.94
365,120,1102,10,6.49,64.9
366,121,139,9,1694.06,15246.54
367,121,4718,6,2954.23,17725.38
368,121,1934,9,426.53,3838.77
369,121,3868,1,5973.18,5973.18
370,122,2130,1,1468.34,1468.34
371,122,628,4,414.03,1656.12
372,122,4048,5,34084.22,170421.1
373,122,4542,10,9250.2,92502.0
374,123,4095,9,3186.68,28680.12
375,123,1068,7,2852.21,19965.47
376,123,1824,8,188.6,1508.8
377,123,3115,10,896.12,8961.2
378,124,2154,7,706.74,4947.18
379,124,568,1,110.22,110.22
380,125,4682,10,210.6,2106.0
381,125,1997,2,480.5,961.0
382,125,4471,1,811.91,811.91
383,126,2459,8,1058.0,8464.0
384,126,2335,1,1901.09,1901.09
385,126,2684,1,1498.79,1498.79
386,127,848,6,19881.77,119290.62
387,127,4796,5,75.08,375.4
388,127,105,7,392.56,2747.92
389,128,1987,6,1483.64,8901.84
390,129,1321,8,544.34,4354.72
391,129,88,7,818.71,5730.97
392,129,618,1,1485.13,1485.13
393,129,2966,1,339.11,339.11
394,130,4909,2,747.23,1494.46
395,131,860,10,1292.08,12920.8
396,131,2977,4,3328.14,13312.56
397,131,3612,3,590.91,1772.73
398,131,4556,2,318.59,637.18
399,132,3957,5,434.93,2174.65
400,132,50,9,35.52,319.68
401,132,4570,9,510.73,4596.57
402,132,2552,8,29.81,238.48
403,133,3617,6,113.97,683.82
404,133,1739,2,2079.89,4159.78
405,133,963,6,671.42,4028.52
406,133,2380,6,738.8,4432.8
407,133,525,7,159.13,1113.91
408,134,1758,4,2087.91,8351.64
409,134,4829,9,1997.94,17981.46
410,134,1069,9,247.91,2231.19
411,135,1925,7,11223.13,78561.91
412,135,3784,1,86.16,86.16
413,135,333,10,560.21,5602.1
414,135,3729,5,82.69,413.45
415,135,861,9,677.9,6101.1
416,136,3401,9,1044.98,9404.82
417,136,1125,9,5795.03,52155.27
418,136,4024,6,1619.69,9718.14
419,136,4011,2,517.26,1034.52
420,136,4814,9,149.71,1347.39
421,137,3767,3,115.76,347.28
422,137,1585,1,951.3,951.3
423,137,3598,6,2264.95,13589.7
424,137,2843,8,4582.54,36660.32
425,137,4500,7,83.37,583.59
426,138,3110,6,30.26,181.56
427,139,2066,2,208.61,417.22
428,139,1611,1,322.75,322.75
429,139,304,10,1249.08,12490.8
430,139,1674,3,125.34,376.02
431,139,1345,1,2077.54,2077.54
432,140,2395,7,441.18,3088.26
433,140,1458,1,885.67,885.67
434,140,3442,7,199.02,1393.14
435,140,3999,3,5882.14,17646.42
436,141,4107,4,321.58,1286.32
437,141,3414,2,143.53,287.06
438,141,4852,5,22882.38,114411.9
439,141,675,1,60.54,60.54
440,141,1488,9,35.64,320.76
441,142,4889,7,703.35,4923.45
442,142,1649,9,2968.13,26713.17
443,143,1448,7,1204.9,8434.3
444,144,4885,3,1291.15,3873.45
445,144,4581,1,684.59,684.59
446,144,1892,2,504.84,1009.68
447,145,880,3,2972.62,8917.86
448,145,1391,7,996.82,6977.74
449,145,2584,9,3133.67,28203.03
450,146,3619,8,3001.15,24009.2
451,147,4765,3,112.5,337.5
452,147,2826,8,6443.11,51544.88
453,148,1616,7,60130.32,420912.24
454,148,1918,7,197.03,1379.21
455,148,4352,2,536.92,1073.84
456,148,1045,4,385.93,1543.72
457,148,143,6,44.85,269.1
458,149,1217,6,182.07,1092.42
459,149,1134,7,987.24,6910.68
460,150,334,2,181.07,362.14
461,151,4420,2,17.94,35.88
462,152,2003,1,152.32,152.32
463,152,3934,4,1565.37,6261.48
464,153,4312,9,36.45,328.05
465,153,502,2,8766.85,17533.7
466,153,1162,3,15537.66,46612.98
467,153,716,3,2616.42,7849.26
468,153,2162,4,723.69,2894.76
469,154,2869,3,1115.25,3345.75
470,154,780,1,1268.53,1268.53
471,154,635,1,109.56,109.56
472,154,3629,5,49.42,247.1
473,155,1463,1,365.43,365.43
474,155,2851,1,219.69,219.69
475,155,283,10,5397.19,53971.9
476,156,656,2,546.45,1092.9
477,156,3781,2,399.07,798.14
478,156,2635,9,6403.14,57628.26
479,156,231,9,167.18,1504.62
480,156,3044,2,699.9,1399.8
481,157,518,6,115.39,692.34
482,158,2481,2,201.51,403.02
483,159,1324,6,1037.28,6223.68
484,159,489,2,6281.23,12562.46
485,160,1365,9,3009.31,27083.79
486,161,2716,1,21.43,21.43
487,161,4271,3,410.1,1230.3
488,161,3239,8,659.63,5277.04
489,161,341,4,145.66,582.64
490,162,451,10,455.13,4551.3
491,162,3974,4,569.44,2277.76
492,162,4569,1,4415.1,4415.1
493,162,3595,10,3305.88,33058.8
494,162,4829,2,1997.94,3995.88
495,163,1972,8,6.07,48.56
496,163,881,10,22137.02,221370.2
497,163,764,1,432.9,432.9
498,164,3031,2,11.97,23.94
499,164,2483,2,9930.65,19861.3
500,164,2096,7,446.29,3124.03
501,165,4110,2,707.95,1415.9
502,165,4054,6,669.73,4018.38
503,165,3355,2,205.18,410.36
504,165,346,10,708.17,7081.7
505,165,2862,9,1033.21,9298.89
506,166,2424,9,468.43,4215.87
507,166,1962,6,767.35,4604.1
508,167,536,3,536.84,1610.52
509,167,3831,6,369.01,2214.06
510,167,1867,7,2352.96,16470.72
511,167,1515,5,441.68,2208.4
512,167,3875,10,164.93,1649.3
513,168,459,6,217.92,1307.52
514,168,1501,4,1607.04,6428.16
515,168,1581,5,675.51,3377.55
516,168,3904,6,121.6,729.6
517,168,111,10,28.12,281.2
518,169,3966,9,862.02,7758.18
519,170,2917,7,384.24,2689.68
520,170,1569,7,47.98,335.86
521,171,288,6,1208.44,7250.64
522,171,4321,6,485.31,2911.86
523,171,4146,9,9.67,87.03
524,172,823,9,15724.19,141517.71
525,173,2870,8,3159.21,25273.68
526,173,3893,2,150.61,301.22
527,173,3858,1,1213.95,1213.95
528,174,3698,6,823.46,4940.76
529,174,3870,7,2227.83,15594.81
530,174,3551,3,225.3,675.9
531,174,3784,2,86.16,172.32
532,175,3195,2,50.0,100.0
533,176,2336,3,1184.9,3554.7
534,177,2048,1,493.07,493.07
535,178,1694,6,66.4,398.4
536,178,1918,9,197.03,1773.27
537,178,3200,9,963.51,8671.59
538,178,1180,9,95.51,859.59
539,179,2637,10,665.52,6655.2
540,180,4394,1,224.87,224.87
541,180,77,8,569.74,4557.92
542,180,4599,7,941.32,6589.24
543,180,954,7,4360.12,30520.84
544,181,6,1,351.92,351.92
545,181,4266,6,1048.32,6289.92
546,181,2011,5,44.85,224.25
547,181,3821,6,274.45,1646.7
548,181,2578,1,2230.31,2230.31
549,182,2438,9,1726.2,15535.8
550,182,815,5,2350.48,11752.4
551,182,2451,5,126.51,632.55
552,182,1942,10,277.86,2778.6
553,183,2300,7,52.46,367.22
554,183,1378,7,2379.07,16653.49
555,183,3268,3,283.61,850.83
556,184,1775,10,164.17,1641.7
557,184,2817,2,1030.41,2060.82
558,184,4794,9,743.23,6689.07
559,184,881,4,22137.02,88548.08
560,185,1911,4,6723.61,26894.44
561,185,2289,10,204.05,2040.5
562,185,2493,2,238.63,477.26
563,185,2613,6,369.58,2217.48
564,185,1477,10,417.04,4170.4
565,186,1305,8,1118.09,8944.72
566,186,3778,8,79.2,633.6
567,186,3719,2,380.86,761.72
568,186,1559,6,4692.13,28152.78
569,186,4370,10,698.9,6989.0
570,187,3372,2,83.23,166.46
571,187,3214,1,4912.15,4912.15
572,187,479,2,50661.89,101323.78
573,187,1680,2,261.69,523.38
574,187,955,4,442.03,1768.12
575,188,4109,8,370.21,2961.68
576,188,553,9,2882.12,25939.08
577,188,3863,10,494.74,4947.4
578,188,3779,9,22.23,200.07
579,189,1358,10,899.93,8999.3
580,189,1979,1,156.85,156.85
581,189,4705,1,1188.74,1188.74
582,189,3693,8,3108.51,24868.08
583,189,1154,6,68.72,412.32
584,190,2448,1,351.78,351.78
585,190,425,10,1316.42,13164.2
586,190,44,7,318.29,2228.03
587,190,1532,6,35.23,211.38
588,190,213,10,2091.45,20914.5
589,191,3345,7,117.63,823.41
590,191,3235,1,73.25,73.25
591,191,2739,1,5145.35,5145.35
592,192,4235,10,47.95,479.5
593,192,216,3,1560.97,4682.91
594,192,2977,6,3328.14,19968.84
595,192,1282,9,397.78,3580.02
596,193,4892,8,80.29,642.32
597,193,1619,8,263.77,2110.16
598,193,4577,5,85.56,427.8
599,193,210,8,161733.52,1293868.16
600,193,91,5,578.38,2891.9
601,194,4764,1,889.72,889.72
602,195,2198,2,514.57,1029.14
603,195,3362,2,39.79,79.58
604,196,3669,3,403.99,1211.97
605,196,1564,8,1883.1,15064.8
606,196,4671,8,1330.18,10641.44
607,196,1877,1,215.15,215.15
608,197,122,6,127.81,766.86
609,197,1838,4,588.42,2353.68
610,197,460,2,82.91,165.82
611,197,4841,3,149.16,447.48
612,197,2701,2,893.21,1786.42
613,198,3503,5,535.09,2675.45
614,198,3671,1,2342.08,2342.08
615,198,2117,9,354.85,3193.65
616,198,3054,6,154.31,925.86
617,198,375,3,12636.97,37910.91
618,199,675,4,60.54,242.16
619,199,3685,5,1235.52,6177.6
620,200,4002,2,477.14,954.28
621,200,2823,7,464.64,3252.48
622,200,2935,1,1860.64,1860.64
623,201,3879,2,50.18,100.36
624,201,2650,1,1935.31,1935.31
625,202,3967,5,797.33,3986.65
626,203,4219,4,813.46,3253.84
627,203,4184,3,207.94,623.82
628,203,3574,9,668.93,6020.37
629,203,1186,1,2050.35,2050.35
630,203,671,3,3241.32,9723.96
631,204,1184,2,47.41,94.82
632,205,1174,7,455.19,3186.33
633,205,1422,1,2498.31,2498.31
634,205,3963,7,538.38,3768.66
635,206,4691,6,441.66,2649.96
636,206,4034,6,7.07,42.42
637,206,3789,2,656.03,1312.06
638,206,4142,7,5838.02,40866.14
639,207,3675,3,453.76,1361.28
640,207,3010,1,246.64,246.64
641,207,223,7,1399.68,9797.76
642,207,4877,8,66.99,535.92
643,207,2005,7,29.2,204.4
644,208,4217,8,8099.68,64797.44
645,208,4775,5,15.4,77.0
646,208,4829,3,1997.94,5993.82
647,209,979,6,46.47,278.82
648,209,888,2,291.68,583.36
649,210,4570,2,510.73,1021.46
650,211,4199,4,5.49,21.96
651,211,642,4,6112.8,24451.2
652,211,2704,8,2321.97,18575.76
653,211,582,10,268.18,2681.8
654,212,4842,4,560.12,2240.48
655,213,3484,2,454.11,908.22
656,213,3965,7,200.79,1405.53
657,213,2954,9,4895.72,44061.48
658,213,4156,2,361.01,722.02
659,214,4179,4,7591.01,30364.04
660,214,3813,7,138.36,968.52
661,214,177,7,509.85,3568.95
662,214,555,8,829.66,6637.28
663,214,634,3,263.56,790.68
664,215,2796,1,140.05,140.05
665,215,3693,6,3108.51,18651.06
666,215,4431,5,34.57,172.85
667,216,1604,10,150.78,1507.8
668,216,956,8,2671.92,21375.36
669,216,4388,3,58.3,174.9
670,216,3433,5,1094.42,5472.1
671,216,478,9,797.5,7177.5
672,217,2210,5,499.47,2497.35
673,217,2514,4,341.1,1364.4
674,218,504,3,1163.35,3490.05
675,218,4240,9,444.64,4001.76
676,218,2744,6,1154.96,6929.76
677,219,4870,2,228.47,456.94
678,219,463,9,175.04,1575.36
679,219,3742,8,1092.83,8742.64
680,219,887,8,1200.51,9604.08
681,219,2571,7,529.52,3706.64
682,220,2024,6,70.2,421.2
683,220,4013,10,114.1,1141.0
684,220,9,4,247.25,989.0
685,220,4158,2,244.32,488.64
686,221,3475,9,170.56,1535.04
687,221,1654,3,294.38,883.14
688,221,500,1,62.83,62.83
689,221,3832,4,226.37,905.48
690,221,4535,7,1522.79,10659.53
691,222,2375,4,2672.33,10689.32
692,222,3645,1,148.13,148.13
693,222,865,2,199.42,398.84
694,223,3225,10,765.27,7652.7
695,223,4794,3,743.23,2229.69
696,224,3761,3,810.57,2431.71
697,224,1093,5,1489.29,7446.45
698,224,4687,8,151.47,1211.76
699,224,3339,2,1062.93,2125.86
700,224,1795,5,688.42,3442.1
701,225,4051,8,165.26,1322.08
702,225,3126,1,1516.39,1516.39
703,225,792,4,682.76,2731.04
704,225,835,1,474.65,474.65
705,225,4369,7,182.34,1276.38
706,226,2139,6,77.94,467.64
707,226,1617,2,782.69,1565.38
708,227,2573,8,318.97,2551.76
709,228,4465,3,209.47,628.41
710,229,2750,3,367.93,1103.79
711,229,1478,8,938.15,7505.2
712,229,958,1,992.01,992.01
713,229,3297,9,6180.77,55626.93
714,230,3353,7,950.59,6654.13
715,230,3574,6,668.93,4013.58
716,230,3420,6,225.06,1350.36
717,231,2050,1,631.06,631.06
718,231,2323,3,993.53,2980.59
719,231,4746,2,326.02,652.04
720,231,510,4,143.77,575.08
721,231,3626,5,120.63,603.15
722,232,3697,4,212.09,848.36
723,232,3476,5,72.8,364.0
724,232,2975,7,1961.87,13733.09
725,232,4061,2,1539.88,3079.76
726,232,1308,2,493.21,986.42
727,233,2453,10,452.07,4520.7
728,233,4525,8,2935.99,23487.92
729,234,2465,2,1841.51,3683.02
730,234,2634,6,797.57,4785.42
731,234,3885,3,454.18,1362.54
732,234,993,4,345.1,1380.4
733,235,681,4,1476.04,5904.16
734,236,3101,9,173.17,1558.53
735,236,1981,10,116.41,1164.1
736,236,392,3,1045.75,3137.25
737,236,4110,3,707.95,2123.85
738,236,4725,8,442.85,3542.8
739,237,3980,3,103.56,310.68
740,237,1464,1,139.61,139.61
741,237,4058,2,980.01,1960.02
742,237,629,4,543.59,2174.36
743,238,228,4,99.28,397.12
744,238,1548,7,786.27,5503.89
745,238,3381,9,12864.05,115776.45
746,239,2355,10,3079.5,30795.0
747,239,2360,10,922.96,9229.6
748,239,1154,8,68.72,549.76
749,239,4592,4,671.13,2684.52
750,239,3493,8,1052.48,8419.84
751,240,2287,5,1619.21,8096.05
752,240,4017,4,243.07,972.28
753,240,1387,5,3523.54,17617.7
754,240,2718,8,1886.46,15091.68
755,241,4689,6,57.35,344.1
756,242,2223,10,1526.75,15267.5
757,242,3565,9,2105.24,18947.16
758,242,2073,8,571.12,4568.96
759,243,3741,7,171.16,1198.12
760,243,348,5,60.55,302.75
761,244,1426,9,26.18,235.62
762,245,3918,8,1138.07,9104.56
763,246,3982,2,5857.8,11715.6
764,247,4800,10,1515.32,15153.2
765,247,2349,5,1414.92,7074.6
766,247,2540,3,542.95,1628.85
767,247,4596,4,633.81,2535.24
768,248,3101,4,173.17,692.68
769,248,1423,5,289.22,1446.1
770,248,4039,1,483.55,483.55
771,248,91,5,578.38,2891.9
772,248,1373,10,63.86,638.6
773,249,2640,5,908.23,4541.15
774,249,3846,2,1731.86,3463.72
775,249,1354,1,1561.4,1561.4
776,250,3613,4,382.21,1528.84
777,251,3137,9,2083.77,18753.93
778,252,4398,1,117.72,117.72
779,253,4593,3,1133.75,3401.25
780,253,2212,3,1238.16,3714.48
781,253,2009,10,1344.1,13441.0
782,253,4918,8,284.62,2276.96
