order_id,customer_id,order_date,order_status,total_amount
132,3772,2025-03-01,Pending,43921.32
133,2522,2024-10-21,Confirmed,37496.72
134,2544,2024-06-26,Pending,19275.87
135,1459,2024-12-01,Shipped,7451.09
136,3392,2024-12-31,Confirmed,41846.13
137,1633,2024-11-17,Confirmed,48974.27
138,3602,2024-11-03,Shipped,5074.4
139,4741,2025-02-09,Shipped,17768.53
140,4285,2025-11-30,Delivered,41560.25
141,1397,2026-01-15,Pending,47508.42
142,3160,2025-10-03,Confirmed,27128.46
143,3555,2024-09-14,Shipped,32477.4
144,2365,2026-01-10,Confirmed,17437.97
145,4519,2025-07-11,Shipped,4992.5
146,2116,2024-09-14,Confirmed,23650.57
147,945,2024-03-15,Cancelled,33087.44
148,3893,2024-08-20,Confirmed,23628.72
149,3050,2025-01-07,Cancelled,19206.55
150,278,2025-10-06,Shipped,35213.77
151,2940,2025-11-17,Pending,8358.15
152,2742,2025-06-12,Shipped,32570.13
153,1533,2024-05-24,Shipped,15660.64
154,4480,2025-06-04,Confirmed,37726.24
155,3740,2025-05-06,Cancelled,29010.28
156,3272,2025-05-02,Delivered,41787.77
157,3058,2024-10-27,Cancelled,17224.97
158,3287,2026-01-06,Shipped,2486.38
159,4154,2024-10-08,Pending,21338.81
160,4731,2024-11-13,Delivered,29857.26
161,4196,2024-07-28,Confirmed,46156.5
162,4294,2025-10-15,Confirmed,47598.95
163,1144,2025-09-15,Confirmed,33338.62
164,741,2024-04-07,Shipped,39746.74
165,2836,2024-07-05,Delivered,20101.7
166,7,2025-05-28,Confirmed,10420.12
167,2469,2024-08-06,Shipped,4478.58
168,1666,2024-10-10,Delivered,4963.26
169,1263,2024-10-19,Cancelled,42360.59
170,41,2025-03-01,Delivered,8386.83
171,3857,2024-05-24,Cancelled,34495.93
172,1741,2026-01-27,Delivered,33587.62
173,1989,2025-05-31,Pending,19684.91
174,1094,2025-01-02,Delivered,38776.39
175,3479,2024-11-27,Cancelled,19995.59
176,2842,2024-04-25,Delivered,33658.9
177,221,2025-10-04,Confirmed,44336.61
178,1927,2024-08-12,Shipped,18432.88
179,14,2025-07-09,Cancelled,30158.92
180,633,2025-03-25,Confirmed,7334.96
181,363,2024-08-22,Confirmed,15445.93
182,2782,2024-05-17,Delivered,32875.22
183,1235,2025-04-22,Shipped,15899.06
184,3938,2026-01-03,Pending,13420.47
185,1471,2025-04-18,Confirmed,20211.7
186,872,2025-07-25,Delivered,40408.33
187,831,2025-01-31,Delivered,40275.74
188,1318,2024-02-24,Shipped,6872.61
189,3146,2025-07-15,Delivered,1073.64
190,3291,2025-12-12,Delivered,38682.3
191,3482,2024-12-18,Shipped,37232.22
192,4945,2024-06-09,Delivered,25352.05
193,2745,2025-06-10,Cancelled,48602.63
194,1466,2024-06-05,Delivered,26819.73
195,656,2025-03-10,Confirmed,844.36
196,4835,2026-02-05,Shipped,10281.85
197,3728,2025-11-02,Delivered,2902.91
198,327,2024-11-26,Pending,43460.89
199,3008,2025-05-28,Pending,44513.71
200,3026,2026-01-14,Shipped,21572.28
201,2427,2026-01-03,Pending,27366.05
202,2403,2024-08-13,Shipped,21144.48
203,2660,2025-05-14,Shipped,31981.14
204,915,2025-10-14,Shipped,36729.26
205,3246,2025-08-09,Confirmed,9174.07
206,775,2025-08-12,Confirmed,36475.98
207,4043,2025-11-21,Delivered,44689.48
208,3753,2025-01-30,Cancelled,12582.98
209,4662,2025-08-01,Delivered,2511.73
210,3054,2025-01-11,Pending,7764.15
211,829,2025-11-26,Delivered,25875.3
212,2768,2024-05-02,Shipped,21415.23
213,1507,2024-03-05,Shipped,36218.9
214,3551,2024-05-03,Pending,39785.42
215,2138,2025-09-18,Shipped,30971.28
216,1997,2025-08-17,Pending,19024.7
217,1763,2025-06-10,Delivered,14101.94
218,1522,2026-01-17,Shipped,25327.37
219,4954,2024-03-29,Delivered,45532.45
220,2335,2026-01-06,Shipped,750.03
221,154,2024-09-11,Delivered,33032.03
222,2188,2024-11-19,Delivered,30154.43
223,2607,2025-11-23,Pending,11455.52
224,2660,2024-03-01,Confirmed,3654.26
225,4992,2024-12-02,Delivered,29601.75
226,4877,2025-11-23,Shipped,27302.17
227,4569,2025-06-13,Pending,17476.06
228,2838,2025-01-04,Delivered,8013.04
229,1726,2025-07-06,Cancelled,35037.41
230,3196,2026-01-01,Shipped,20445.44
231,4681,2025-12-19,Pending,31753.51
232,2829,2025-09-08,Pending,10773.78
233,3025,2025-08-07,Shipped,14945.24
234,3699,2024-12-30,Delivered,1963.45
235,4792,2025-11-12,Confirmed,31401.12
236,3536,2025-09-12,Delivered,49793.38
237,2326,2024-03-06,Cancelled,37330.57
238,3075,2024-10-09,Cancelled,7019.02
239,1012,2025-10-25,Pending,20089.61
240,907,2024-09-15,Cancelled,14822.77
241,3286,2024-07-23,Cancelled,20721.55
242,3426,2024-09-21,Cancelled,14304.55
243,866,2025-02-17,Shipped,25364.08
244,3213,2025-08-10,Confirmed,43023.3
245,3801,2025-07-02,Shipped,41393.85
246,1286,2025-05-17,Confirmed,20302.69
247,4364,2024-02-15,Shipped,38265.28
248,1412,2025-12-14,Pending,19475.99
249,3426,2025-12-11,Delivered,20809.54
250,238,2025-11-24,Cancelled,11597.53
251,4124,2025-10-28,Pending,30178.62
252,188,2025-04-05,Shipped,30685.72
253,4664,2024-07-31,Delivered,34375.97
254,187,2025-02-25,Cancelled,44233.87
255,3190,2025-12-12,Cancelled,25811.1
256,1323,2024-08-27,Delivered,18768.68
257,1436,2024-10-14,Delivered,46888.47
258,2644,2024-09-03,Confirmed,15002.6
259,1696,2024-03-14,Cancelled,23328.39
260,4942,2024-10-19,Delivered,49490.81
261,3780,2024-08-11,Cancelled,32248.27
262,2714,2025-10-22,Confirmed,12620.74
263,57,2024-04-23,Pending,34260.17
264,4258,2025-04-03,Delivered,43177.36
265,3417,2024-04-24,Shipped,44226.17
266,992,2025-08-15,Cancelled,32530.92
267,195,2025-08-11,Delivered,24299.97
268,2400,2024-04-13,Delivered,41501.23
269,2977,2024-03-23,Delivered,35972.92
270,3605,2025-07-19,Delivered,39477.46
271,1196,2024-05-28,Shipped,38018.05
272,916,2025-09-27,Confirmed,18639.99
273,2784,2025-12-15,Confirmed,45692.24
274,1722,2025-06-20,Shipped,5307.72
275,607,2025-11-30,Delivered,45010.17
276,2005,2025-06-29,Shipped,17450.92
277,3643,2026-01-17,Shipped,39475.01
278,2113,2026-01-28,Cancelled,14127.3
279,1148,2024-03-19,Confirmed,26328.08
280,1811,2024-03-09,Shipped,28395.2
281,2386,2026-02-11,Shipped,47267.2
282,4651,2024-07-23,Shipped,24026.6
283,2416,2025-05-07,Confirmed,37314.79
284,1054,2026-01-23,Confirmed,30568.75
285,2108,2025-03-11,Confirmed,1886.23
286,4778,2024-09-15,Shipped,7843.99
287,2126,2024-02-24,Shipped,36196.4
288,3325,2025-07-25,Delivered,31113.77
289,2820,2024-08-04,Confirmed,29563.2
290,2575,2025-07-09,Cancelled,19030.95
291,1386,2025-06-22,Cancelled,24361.6
292,3112,2025-06-21,Pending,33602.87
293,2805,2024-04-18,Confirmed,15810.76
294,1230,2024-09-28,Shipped,30627.74
295,1614,2024-06-13,Shipped,25190.12
296,100,2025-09-17,Cancelled,44957.67
297,2979,2024-09-06,Pending,20225.32
298,2700,2024-05-23,Cancelled,3826.29
299,4381,2025-08-31,Cancelled,43694.47
300,3659,2024-04-09,Cancelled,26385.97
301,2098,2024-10-19,Confirmed,34640.1
302,2008,2025-12-09,Confirmed,34637.05
303,1454,2025-05-24,Pending,48979.19
304,4522,2024-11-10,Shipped,5022.28
305,522,2024-08-24,Confirmed,26366.61
306,1702,2024-04-14,Confirmed,12575.06
307,3910,2025-09-29,Delivered,5364.38
308,2613,2024-04-04,Pending,10223.08
309,3621,2024-06-10,Pending,24063.77
310,4444,2024-05-24,Cancelled,11142.2
311,2458,2025-06-24,Cancelled,975.32
312,914,2025-04-27,Delivered,38981.1
313,4825,2024-08-29,Cancelled,37899.38
314,2063,2024-02-12,Delivered,30267.03
315,1447,2025-06-30,Shipped,25611.0
316,2325,2025-07-22,Shipped,13577.9
317,2040,2025-08-09,Shipped,14126.77
318,4122,2025-09-08,Shipped,31483.13
319,1493,2024-06-05,Delivered,822.61
320,3855,2025-07-17,Delivered,8574.98
321,3540,2024-04-19,Shipped,5181.11
322,2806,2025-05-10,Cancelled,41216.61
323,891,2024-08-28,Confirmed,11054.21
324,2502,2025-07-09,Shipped,38437.82
325,844,2025-06-09,Shipped,46413.8
326,4678,2024-09-14,Confirmed,16526.39
327,3246,2024-08-26,Confirmed,42691.69
328,1288,2025-10-28,Shipped,47857.0
329,4877,2025-06-11,Delivered,39097.87
330,1874,2024-11-13,Shipped,23863.09
331,3038,2024-12-18,Confirmed,15658.5
332,2584,2025-02-08,Delivered,15746.84
333,3224,2025-09-10,Delivered,780.79
334,454,2025-03-31,Delivered,18003.79
335,3743,2024-07-04,Shipped,1464.24
336,1657,2026-02-02,Confirmed,33271.7
337,2415,2024-10-31,Shipped,1672.11
338,3133,2025-04-24,Shipped,28124.37
339,1762,2024-09-03,Cancelled,25395.7
340,876,2024-11-18,Pending,12535.32
341,3930,2025-01-10,Cancelled,23758.65
342,3196,2024-03-30,Delivered,12867.38
343,4802,2025-10-25,Delivered,3436.18
344,2808,2024-04-09,Shipped,27125.84
345,2329,2025-05-05,Pending,23856.12
346,2659,2024-04-27,Delivered,41303.38
347,4832,2024-07-15,Shipped,28917.36
348,721,2025-09-09,Delivered,12638.72
349,4478,2025-09-20,Shipped,28055.38
350,180,2024-12-06,Confirmed,38718.99
351,2572,2024-04-21,Shipped,45302.62
352,1760,2025-05-13,Confirmed,16402.72
353,3775,2024-10-02,Shipped,16984.1
354,2122,2026-01-05,Shipped,30379.04
355,1150,2024-03-06,Pending,32290.89
356,3247,2025-04-24,Delivered,40005.8
357,494,2025-08-06,Cancelled,18986.98
358,3582,2025-09-13,Pending,48009.52
359,4414,2025-01-11,Delivered,14491.0
360,550,2025-01-18,Pending,28482.69
361,921,2025-09-05,Cancelled,8332.08
362,719,2025-07-21,Cancelled,46163.6
363,1564,2025-10-28,Pending,38472.21
364,2269,2025-04-28,Delivered,22838.79
365,2707,2024-07-16,Pending,9492.85
366,2784,2025-09-23,Delivered,26621.84
367,3543,2026-01-21,Pending,20372.57
368,53,2024-12-08,Cancelled,41497.02
369,70,2024-03-02,Confirmed,16458.02
370,2121,2024-07-15,Confirmed,29426.64
371,4362,2025-01-11,Delivered,32853.83
372,4706,2024-09-04,Shipped,44715.56
373,1251,2025-09-24,Confirmed,38763.1
374,2528,2024-09-10,Confirmed,5494.38
375,4931,2025-08-11,Pending,39083.43
376,2856,2025-08-18,Pending,16709.32
377,1886,2024-12-30,Confirmed,10484.22
378,3476,2024-07-28,Shipped,12032.45
379,2911,2024-09-21,Pending,7296.95
380,1009,2025-05-07,Delivered,1758.48
381,3117,2024-09-12,Pending,22617.21
382,1628,2025-03-26,Confirmed,38663.69
383,1022,2025-10-08,Pending,48477.57
384,4738,2025-07-14,Cancelled,6524.34
385,986,2024-09-13,Delivered,37161.78
386,2596,2025-02-12,Delivered,9953.57
387,4153,2024-05-14,Shipped,24159.96
388,918,2025-07-16,Delivered,1299.2
389,3441,2025-03-07,Delivered,48097.65
390,2906,2024-05-24,Shipped,47313.72
391,3557,2024-04-18,Shipped,11853.26
392,692,2026-01-30,Delivered,43859.12
393,2251,2024-02-28,Shipped,2745.79
394,1453,2024-10-23,Cancelled,959.06
395,1276,2025-07-27,Confirmed,34905.98
396,502,2024-03-22,Cancelled,40217.82
397,2401,2025-12-19,Shipped,31068.97
398,3435,2024-07-22,Confirmed,9144.56
399,1241,2025-07-27,Confirmed,18570.87
400,1331,2024-06-03,Pending,25128.99
401,3307,2024-12-21,Shipped,45494.55
402,2631,2024-11-09,Pending,39271.81
403,234,2025-01-16,Delivered,2194.03
404,3340,2024-07-08,Pending,27204.01
405,4303,2025-10-16,Confirmed,8329.54
406,2857,2024-02-27,Confirmed,5060.13
407,921,2024-04-19,Delivered,23489.45
408,4397,2025-04-12,Delivered,7153.07
409,6,2025-10-21,Shipped,24074.05
410,1051,2024-11-01,Shipped,32990.53
411,790,2025-02-20,Delivered,24893.68
412,1608,2025-09-18,Confirmed,11355.9
413,1169,2024-06-23,Confirmed,33130.89
414,3309,2024-05-19,Shipped,44402.44
415,2047,2024-05-29,Confirmed,12908.2
416,2467,2025-12-18,Shipped,35667.79
417,4840,2025-05-30,Cancelled,26086.77
418,1079,2024-11-11,Shipped,21390.04
419,1190,2025-12-20,Cancelled,36952.31
420,3155,2024-03-18,Pending,39812.65
421,118,2024-08-16,Confirmed,31914.22
422,1327,2024-10-12,Delivered,16465.35
423,3939,2025-09-19,Delivered,42955.18
424,4729,2024-08-22,Delivered,22879.15
425,3713,2024-09-18,Cancelled,13508.83
426,966,2025-05-07,Shipped,32945.29
427,2764,2025-07-22,Shipped,49835.94
428,2092,2024-08-20,Shipped,40445.93
429,4497,2025-06-25,Delivered,33330.78
430,2805,2025-12-27,Cancelled,13511.74
431,3495,2025-02-20,Pending,48255.3
432,775,2024-06-20,Confirmed,48766.85
433,986,2024-06-04,Cancelled,35778.42
434,2848,2024-06-20,Shipped,22901.96
435,680,2025-08-31,Cancelled,9539.31
436,1597,2025-07-19,Confirmed,42080.63
437,137,2024-09-26,Confirmed,36803.91
438,4306,2025-02-08,Cancelled,39106.92
439,4347,2025-09-10,Cancelled,2826.26
440,2971,2025-08-10,Cancelled,11905.97
441,1367,2025-08-08,Shipped,8358.11
442,1357,2026-01-08,Cancelled,11699.75
443,4431,2024-07-16,Cancelled,21488.78
444,2281,2024-09-06,Pending,47973.31
445,2429,2025-03-28,Delivered,45097.35
446,3904,2025-04-18,Delivered,16435.1
447,3,2024-12-15,Pending,12940.8
448,2553,2025-09-03,Confirmed,46191.08
449,4866,2025-10-31,Pending,3431.5
450,1150,2025-04-07,Confirmed,24306.14
451,1987,2024-07-25,Delivered,39422.49
452,3433,2025-12-04,Delivered,29775.11
453,2871,2024-10-23,Pending,11702.1
454,1151,2024-11-20,Delivered,6611.84
455,1244,2025-10-03,Confirmed,22447.38
456,2257,2025-12-31,Shipped,1033.07
457,4265,2024-06-11,Shipped,26449.93
458,4903,2025-11-16,Delivered,11992.97
459,2448,2025-05-05,Pending,27292.34
460,3723,2025-10-28,Confirmed,3984.94
461,2230,2025-01-26,Pending,19384.33
462,925,2024-10-30,Delivered,21582.57
463,3992,2024-08-02,Shipped,11619.35
464,726,2024-05-27,Cancelled,48006.85
465,1977,2025-02-17,Delivered,41917.1
466,3455,2025-04-29,Pending,32083.97
467,2260,2024-11-24,Shipped,32193.14
468,3438,2025-01-13,Shipped,49162.79
469,106,2024-05-07,Pending,35798.23
470,1989,2025-06-23,Cancelled,25001.32
471,3554,2025-10-09,Shipped,5646.29
472,3997,2026-02-06,Cancelled,30528.71
473,3079,2025-09-13,Cancelled,26188.86
474,3135,2025-12-26,Pending,30282.28
475,808,2025-10-08,Cancelled,5198.22
476,2955,2024-10-13,Cancelled,33794.17
477,3456,2025-10-22,Delivered,36055.31
478,2846,2024-03-23,Delivered,42685.54
479,4283,2025-09-21,Pending,47039.75
480,3538,2025-11-16,Pending,11193.96
481,198,2024-08-15,Shipped,5390.81
482,233,2025-04-09,Delivered,42546.79
483,2938,2024-10-28,Shipped,17942.73
484,2267,2024-10-23,Delivered,39293.64
485,3754,2025-01-09,Shipped,38546.25
486,1716,2024-07-25,Cancelled,38655.04
487,2637,2025-08-25,Delivered,37789.3
488,4095,2024-08-06,Pending,17021.28
489,4410,2025-11-04,Confirmed,16168.44
490,830,2024-12-21,Pending,32152.86
491,4074,2024-12-28,Confirmed,37949.94
492,2169,2024-09-06,Delivered,17854.4
493,2962,2025-05-05,Confirmed,47985.76
494,131,2025-01-07,Pending,9894.59
495,4147,2024-12-25,Cancelled,15162.08
496,4410,2025-09-07,Confirmed,20199.58
497,623,2026-01-24,Confirmed,5121.5
498,4899,2026-02-09,Delivered,42684.34
499,2787,2024-07-10,Cancelled,18013.08
500,3156,2024-06-27,Pending,42327.97
501,4671,2024-12-08,Pending,16529.9
502,3626,2024-09-29,Pending,12672.23
503,2243,2024-07-19,Pending,24977.4
504,1794,2026-01-23,Confirmed,43819.23
505,1770,2025-05-07,Confirmed,1114.71
506,171,2024-10-18,Cancelled,24422.03
507,3396,2025-05-06,Cancelled,27785.69
508,1575,2025-09-15,Delivered,9709.87
509,4759,2025-07-27,Delivered,31549.13
510,2143,2025-03-14,Shipped,40269.59
511,3534,2024-11-07,Shipped,18543.47
512,2623,2024-10-09,Cancelled,18175.17
513,1102,2026-01-21,Shipped,43067.26
514,2023,2026-01-31,Cancelled,29158.44
515,4158,2024-05-20,Delivered,27000.32
516,4949,2024-05-29,Confirmed,36145.26
517,4539,2026-01-30,Confirmed,23531.68
518,436,2025-09-22,Delivered,31130.89
519,4842,2025-07-05,Delivered,3700.56
520,182,2024-08-05,Cancelled,22699.18
521,472,2025-12-08,Shipped,24093.01
522,1212,2026-02-04,Pending,34259.35
523,2262,2024-04-18,Cancelled,12974.6
524,4897,2024-03-11,Delivered,21826.09
525,3247,2024-06-27,Confirmed,33259.14
526,4411,2024-12-25,Shipped,16861.4
527,4162,2025-09-17,Delivered,7639.54
528,4808,2025-08-17,Shipped,43205.34
529,434,2025-10-28,Shipped,29578.66
530,522,2024-04-24,Cancelled,20978.72
531,1595,2024-07-26,Confirmed,48999.21
532,1485,2024-08-13,Pending,32645.65
533,979,2025-07-02,Shipped,4910.73
534,4703,2025-03-31,Delivered,40343.24
535,3887,2025-03-08,Confirmed,42439.64
536,786,2024-08-17,Shipped,18080.27
537,3526,2026-02-05,Shipped,25234.25
538,2135,2024-08-18,Delivered,10430.06
539,669,2025-02-05,Shipped,22860.51
540,4292,2024-05-18,Shipped,1509.84
541,499,2025-10-24,Cancelled,3427.74
542,783,2025-02-28,Confirmed,585.58
543,104,2025-08-06,Pending,16679.55
544,227,2024-12-21,Cancelled,28386.55
545,1413,2024-04-23,Confirmed,32005.85
546,1490,2025-07-06,Cancelled,11309.51
547,795,2025-01-30,Confirmed,30186.06
548,1450,2025-09-21,Delivered,35465.19
549,4157,2024-08-11,Confirmed,40810.89
550,249,2025-05-12,Cancelled,2419.33
551,986,2025-08-15,Shipped,46784.11
552,2860,2024-06-01,Confirmed,29710.26
553,817,2024-08-01,Delivered,10061.4
554,2764,2024-07-19,Delivered,46466.02
555,3186,2025-08-26,Delivered,47228.55
556,4543,2025-12-27,Pending,17248.03
557,1159,2025-02-20,Confirmed,48039.16
558,1543,2025-06-28,Delivered,2558.72
559,3936,2024-04-12,Cancelled,5389.63
560,746,2025-07-28,Shipped,45637.42
561,4712,2025-09-10,Cancelled,26322.8
562,1647,2025-08-24,Shipped,16355.66
563,1623,2025-05-15,Shipped,47240.24
564,3312,2025-04-23,Delivered,19164.81
565,196,2025-06-28,Delivered,5663.77
566,3966,2025-09-08,Cancelled,19746.03
567,2353,2025-07-05,Pending,26613.73
568,1541,2024-03-25,Pending,15702.43
569,4680,2025-10-05,Cancelled,9081.26
570,393,2024-12-29,Cancelled,1884.17
571,3154,2024-12-18,Confirmed,17912.4
572,430,2025-08-15,Delivered,37057.73
573,1461,2025-08-01,Cancelled,18855.78
574,367,2026-01-27,Confirmed,5383.21
575,1816,2024-08-20,Shipped,4111.69
576,4058,2024-09-07,Confirmed,28771.69
577,128,2025-10-31,Pending,46143.27
578,953,2024-09-09,Shipped,734.57
579,2710,2024-10-15,Confirmed,49360.73
580,3046,2024-10-02,Delivered,2715.46
581,4905,2024-07-06,Confirmed,31277.31
582,3464,2024-11-02,Cancelled,35653.54
583,2538,2025-11-14,Confirmed,47043.5
584,2234,2025-12-12,Delivered,34668.92
585,3389,2025-04-12,Delivered,14265.29
586,4000,2024-08-24,Shipped,30206.42
587,3240,2025-11-14,Pending,34952.09
588,1056,2025-05-16,Confirmed,3990.96
589,945,2024-06-08,Confirmed,45159.75
590,545,2025-06-26,Confirmed,27078.52
591,2102,2024-08-01,Delivered,14597.94
592,2333,2024-12-01,Cancelled,13444.21
593,3236,2024-06-13,Confirmed,47535.35
594,4080,2025-09-02,Confirmed,6792.19
595,3842,2024-03-19,Delivered,5912.52
596,312,2024-10-03,Delivered,9631.68
597,553,2026-01-22,Confirmed,22079.46
598,3589,2025-02-25,Confirmed,22380.18
599,4126,2024-03-25,Confirmed,38543.19
600,359,2025-01-02,Cancelled,1203.45
601,2797,2024-07-17,Shipped,46131.07
602,3785,2025-02-04,Confirmed,45127.36
603,3206,2024-04-09,Delivered,8078.33
604,4142,2024-12-06,Pending,11649.16
605,1593,2025-11-15,Shipped,33071.6
606,208,2025-05-06,Delivered,3934.45
607,4929,2024-10-20,Cancelled,14746.42
608,1175,2024-07-25,Cancelled,48226.74
609,913,2024-04-10,Pending,20791.25
610,144,2025-08-12,Cancelled,36163.88
611,3035,2025-01-06,Pending,7602.58
612,1915,2024-05-28,Pending,19370.06
613,479,2025-09-10,Delivered,38550.42
614,1840,2024-06-13,Pending,28400.12
615,163,2024-04-27,Delivered,46891.94
616,3163,2025-12-03,Shipped,34437.69
617,3684,2025-03-14,Confirmed,34302.62
618,2049,2025-10-31,Shipped,49016.49
619,3728,2025-11-24,Delivered,46011.61
620,3721,2024-07-17,Cancelled,44032.49
621,1183,2024-09-28,Shipped,32036.11
622,3183,2024-08-08,Shipped,44155.91
623,172,2025-02-22,Delivered,40369.8
624,349,2024-07-08,Delivered,20813.39
625,1860,2025-08-19,Delivered,6688.7
626,2892,2025-11-14,Confirmed,47123.11
627,3423,2025-04-18,Delivered,36805.74
628,3183,2025-05-11,Delivered,18496.23
629,3268,2025-01-10,Confirmed,36303.73
630,2016,2024-09-09,Confirmed,35773.2
631,1595,2025-09-16,Cancelled,18489.04
632,4491,2025-05-31,Delivered,19053.42
633,1750,2024-12-22,Delivered,7495.91
