Date,City,Temperature_Min_C,Temperature_Max_C,Humidity_Percent,Rainfall_mm,Wind_Speed_kmh,Weather_Condition
2021-01-09,Jodhpur,3.6,24.8,55.3,0.0,8.5,Clear
2021-01-09,Kochi,22.5,33.9,80.7,0.0,10.7,Partly Cloudy
2021-01-09,Kolkata,17.7,29.9,87.6,0.1,7.0,Light Rain
2021-01-09,Leh,-12.9,-4.4,39.1,0.0,13.4,Clear
2021-01-09,Mumbai,17.5,31.9,73.0,0.0,10.5,Sunny
2021-01-09,Pune,15.0,32.0,58.7,0.0,14.3,Partly Cloudy
2021-01-09,Shimla,0.3,4.7,71.8,9.1,15.7,Drizzle
2021-01-09,Srinagar,-1.0,10.4,83.4,0.0,7.6,Foggy
2021-01-10,Ahmedabad,15.1,23.7,46.6,0.0,6.0,Partly Cloudy
2021-01-10,Bangalore,14.7,27.8,64.6,0.0,10.3,Clear
2021-01-10,Bikaner,8.4,25.7,48.7,0.0,3.2,Clear
2021-01-10,Chennai,19.6,26.7,82.3,14.0,11.4,Rainy
2021-01-10,Darjeeling,4.6,16.5,80.6,0.0,10.7,Cloudy
2021-01-10,Delhi,8.9,19.3,60.4,0.0,8.1,Clear
2021-01-10,Hyderabad,15.7,30.9,43.3,0.0,10.7,Clear
2021-01-10,Jaisalmer,8.0,22.9,41.3,0.0,10.8,Partly Cloudy
2021-01-10,Jodhpur,8.0,24.1,54.1,0.0,11.2,Sunny
2021-01-10,Kochi,22.7,30.6,72.3,0.0,13.6,Clear
2021-01-10,Kolkata,12.6,26.8,63.6,3.8,9.3,Light Rain
2021-01-10,Leh,-16.3,-4.6,46.9,1.3,19.3,Drizzle
2021-01-10,Mumbai,18.4,31.7,58.7,0.0,13.0,Partly Cloudy
2021-01-10,Pune,11.5,30.3,53.8,0.0,14.3,Partly Cloudy
2021-01-10,Shimla,0.3,5.9,74.7,6.5,12.1,Light Rain
2021-01-10,Srinagar,-2.4,7.9,71.9,2.8,6.4,Light Rain
2021-01-11,Ahmedabad,14.1,23.3,37.1,0.0,9.2,Partly Cloudy
2021-01-11,Bangalore,13.7,32.0,53.7,0.0,9.3,Pleasant
2021-01-11,Bikaner,11.4,20.4,58.0,0.0,5.2,Clear
2021-01-11,Chennai,24.2,26.8,67.2,3.6,18.0,Light Rain
2021-01-11,Darjeeling,3.0,7.4,69.7,0.0,7.0,Foggy
2021-01-11,Delhi,8.4,16.8,64.2,0.0,3.6,Clear
2021-01-11,Hyderabad,16.6,26.2,46.7,0.0,11.5,Clear
2021-01-11,Jaisalmer,5.1,26.5,36.8,0.0,11.2,Sunny
2021-01-11,Jodhpur,10.4,29.0,41.6,0.0,12.0,Sunny
2021-01-11,Kochi,20.7,36.8,79.4,0.0,12.2,Clear
2021-01-11,Kolkata,12.6,21.5,67.5,0.0,5.7,Clear
2021-01-11,Leh,-15.5,0.1,42.8,1.7,17.5,Light Rain
2021-01-11,Mumbai,17.0,30.9,68.7,0.0,10.4,Clear
2021-01-11,Pune,11.9,29.4,45.8,0.0,8.6,Pleasant
2021-01-11,Shimla,1.3,6.0,75.3,0.0,14.5,Foggy
2021-01-11,Srinagar,-0.5,8.9,71.3,0.2,9.0,Light Rain
2021-01-12,Ahmedabad,13.9,29.8,55.5,0.0,13.4,Pleasant
2021-01-12,Bangalore,18.4,28.2,59.4,0.0,6.1,Pleasant
2021-01-12,Bikaner,11.8,21.8,48.5,0.0,11.0,Clear
2021-01-12,Chennai,16.4,25.7,79.4,0.0,12.7,Cloudy
2021-01-12,Darjeeling,3.5,10.3,63.0,0.1,8.0,Drizzle
2021-01-12,Delhi,5.2,17.7,72.7,0.0,7.3,Clear
2021-01-12,Hyderabad,15.7,31.3,56.2,0.0,6.0,Clear
2021-01-12,Jaisalmer,9.9,26.8,59.4,0.0,12.1,Partly Cloudy
2021-01-12,Jodhpur,6.2,23.9,48.9,0.0,13.3,Clear
2021-01-12,Kochi,25.9,35.4,77.2,2.5,6.1,Drizzle
2021-01-12,Kolkata,17.7,23.2,70.5,0.1,9.4,Drizzle
2021-01-12,Leh,-12.4,-6.9,29.3,0.8,17.4,Drizzle
2021-01-12,Mumbai,17.7,28.9,55.6,0.0,12.7,Partly Cloudy
2021-01-12,Pune,10.6,28.8,45.7,0.0,4.8,Partly Cloudy
2021-01-12,Shimla,3.2,6.0,57.7,0.2,11.5,Light Rain
2021-01-12,Srinagar,-3.4,9.2,67.5,6.4,13.1,Light Rain
2021-01-13,Ahmedabad,13.5,26.9,63.0,0.0,16.2,Pleasant
2021-01-13,Bangalore,16.9,30.6,62.5,0.0,11.6,Pleasant
2021-01-13,Bikaner,8.4,24.5,43.3,0.0,12.3,Partly Cloudy
2021-01-13,Chennai,19.9,26.5,76.1,0.0,11.4,Partly Cloudy
2021-01-13,Darjeeling,-2.1,10.1,79.8,0.0,6.2,Cloudy
2021-01-13,Delhi,7.6,19.8,76.8,0.0,12.4,Cloudy
2021-01-13,Hyderabad,15.2,27.3,53.8,0.0,7.3,Pleasant
2021-01-13,Jaisalmer,9.2,24.5,67.1,2.2,7.9,Drizzle
2021-01-13,Jodhpur,11.6,24.8,41.9,0.0,11.8,Sunny
2021-01-13,Kochi,23.9,28.6,68.6,1.9,14.2,Light Rain
2021-01-13,Kolkata,16.5,25.6,54.3,0.6,8.7,Drizzle
2021-01-13,Leh,-14.5,-1.8,53.4,0.0,21.9,Cloudy
2021-01-13,Mumbai,18.5,35.2,75.9,0.0,11.1,Clear
2021-01-13,Pune,12.8,31.7,35.0,0.0,7.1,Clear
2021-01-13,Shimla,0.5,8.5,66.4,0.0,10.1,Foggy
2021-01-13,Srinagar,-0.8,8.7,67.7,6.6,12.3,Drizzle
2021-01-14,Ahmedabad,13.2,28.2,50.2,0.1,13.4,Light Rain
2021-01-14,Bangalore,15.8,29.0,55.9,0.0,10.8,Clear
2021-01-14,Bikaner,9.0,28.3,46.0,0.5,4.1,Light Rain
2021-01-14,Chennai,18.2,28.9,83.6,0.0,12.6,Partly Cloudy
2021-01-14,Darjeeling,2.9,11.9,76.8,0.0,5.1,Foggy
2021-01-14,Delhi,4.7,21.0,74.3,0.0,8.1,Foggy
2021-01-14,Hyderabad,13.3,29.3,61.1,0.0,8.5,Pleasant
2021-01-14,Jaisalmer,10.8,17.8,38.6,0.0,11.5,Sunny
2021-01-14,Jodhpur,4.0,25.8,39.5,0.0,16.9,Sunny
2021-01-14,Kochi,22.6,27.1,67.5,0.0,15.6,Clear
2021-01-14,Kolkata,14.0,28.5,70.4,0.0,7.8,Clear
2021-01-14,Leh,-17.2,-4.2,30.0,0.0,16.6,Clear
2021-01-14,Mumbai,14.5,31.5,52.5,0.0,9.5,Sunny
2021-01-14,Pune,13.0,30.6,50.5,0.0,10.8,Partly Cloudy
2021-01-14,Shimla,0.9,3.7,61.8,2.4,10.9,Light Rain
2021-01-14,Srinagar,-3.2,9.9,67.3,0.0,1.9,Snow
2021-01-15,Ahmedabad,13.5,31.6,63.3,0.0,11.8,Partly Cloudy
2021-01-15,Bangalore,13.0,22.4,51.8,0.0,13.0,Clear
2021-01-15,Bikaner,9.2,26.8,55.1,0.0,10.9,Sunny
2021-01-15,Chennai,17.3,32.1,54.7,0.0,17.4,Cloudy
2021-01-15,Darjeeling,3.6,13.9,77.5,0.0,11.7,Cloudy
2021-01-15,Delhi,5.6,22.5,70.6,0.0,9.5,Foggy
2021-01-15,Hyderabad,12.7,29.9,45.7,0.0,15.8,Clear
2021-01-15,Jaisalmer,7.5,25.5,42.5,0.0,11.7,Sunny
2021-01-15,Jodhpur,9.1,19.8,47.2,5.5,12.1,Drizzle
2021-01-15,Kochi,22.5,29.3,84.5,0.0,13.3,Partly Cloudy
2021-01-15,Kolkata,12.2,26.2,62.2,0.0,7.6,Partly Cloudy
2021-01-15,Leh,-14.3,-6.9,35.4,0.2,9.7,Light Rain
2021-01-15,Mumbai,18.8,32.2,63.6,0.0,12.2,Sunny
2021-01-15,Pune,11.7,31.5,49.9,0.0,7.2,Clear
2021-01-15,Shimla,-0.9,7.3,66.0,0.0,12.0,Snow
2021-01-15,Srinagar,1.3,5.7,62.3,2.1,5.8,Drizzle
2021-01-16,Ahmedabad,13.8,23.2,54.3,0.0,7.9,Clear
2021-01-16,Bangalore,17.9,22.7,70.4,0.0,12.6,Partly Cloudy
2021-01-16,Bikaner,4.9,24.1,53.6,0.0,14.1,Clear
2021-01-16,Chennai,21.1,29.0,87.8,0.0,10.2,Cloudy
2021-01-16,Darjeeling,-0.8,10.3,54.5,0.2,6.2,Drizzle
2021-01-16,Delhi,9.7,21.7,66.5,0.0,11.2,Foggy
2021-01-16,Hyderabad,15.3,30.0,43.9,0.0,14.5,Clear
2021-01-16,Jaisalmer,7.6,26.3,43.7,0.0,10.9,Partly Cloudy
2021-01-16,Jodhpur,9.2,26.9,53.8,0.0,16.6,Partly Cloudy
2021-01-16,Kochi,18.1,33.4,76.0,0.0,15.5,Partly Cloudy
2021-01-16,Kolkata,16.0,23.1,68.3,0.0,6.3,Pleasant
2021-01-16,Leh,-13.2,-5.5,44.5,0.0,11.5,Snow
2021-01-16,Mumbai,19.3,28.6,50.6,0.0,16.9,Partly Cloudy
2021-01-16,Pune,12.5,29.2,34.6,0.0,13.8,Pleasant
2021-01-16,Shimla,-2.3,7.2,52.8,9.3,12.8,Drizzle
2021-01-16,Srinagar,-5.6,3.5,64.8,0.0,9.3,Cloudy
2021-01-17,Ahmedabad,12.2,27.8,35.3,0.0,7.3,Clear
2021-01-17,Bangalore,15.1,29.4,70.3,0.0,9.3,Pleasant
2021-01-17,Bikaner,10.3,24.7,37.1,0.0,11.6,Sunny
2021-01-17,Chennai,18.5,29.5,74.0,0.0,16.2,Cloudy
2021-01-17,Darjeeling,4.1,11.6,81.3,0.0,6.1,Clear
2021-01-17,Delhi,4.2,20.6,61.0,3.2,12.3,Drizzle
2021-01-17,Hyderabad,16.9,27.1,65.1,0.0,16.6,Pleasant
2021-01-17,Jaisalmer,1.4,25.5,31.6,0.0,8.3,Partly Cloudy
2021-01-17,Jodhpur,4.2,18.8,65.9,0.0,10.8,Partly Cloudy
2021-01-17,Kochi,25.9,32.2,59.5,0.0,17.4,Clear
2021-01-17,Kolkata,13.6,23.5,73.8,1.4,9.3,Light Rain
2021-01-17,Leh,-15.8,-4.6,52.7,0.0,15.4,Cloudy
2021-01-17,Mumbai,12.6,32.3,69.3,0.0,10.9,Clear
2021-01-17,Pune,12.0,29.2,47.1,0.5,6.8,Light Rain
2021-01-17,Shimla,1.9,11.9,70.1,7.3,10.9,Light Rain
2021-01-17,Srinagar,-1.1,8.8,74.8,1.8,11.6,Drizzle
2021-01-18,Ahmedabad,9.7,27.5,56.3,0.0,6.0,Pleasant
2021-01-18,Bangalore,12.3,28.5,76.9,0.0,14.0,Pleasant
2021-01-18,Bikaner,10.1,21.0,49.2,0.0,7.3,Sunny
2021-01-18,Chennai,19.6,28.0,75.8,0.0,15.0,Clear
2021-01-18,Darjeeling,0.2,11.0,64.1,0.0,9.3,Foggy
2021-01-18,Delhi,5.8,21.9,74.9,0.0,6.4,Clear
2021-01-18,Hyderabad,16.3,33.4,46.0,0.0,10.7,Pleasant
2021-01-18,Jaisalmer,6.6,28.9,67.9,0.0,9.7,Clear
2021-01-18,Jodhpur,10.8,23.9,55.8,0.0,11.4,Sunny
2021-01-18,Kochi,24.1,25.1,90.3,0.0,17.7,Partly Cloudy
2021-01-18,Kolkata,12.1,27.5,65.3,0.0,11.1,Partly Cloudy
2021-01-18,Leh,-13.1,-4.9,54.7,0.0,13.7,Clear
2021-01-18,Mumbai,16.6,31.8,65.1,0.0,13.2,Sunny
2021-01-18,Pune,11.8,27.7,58.7,0.0,6.7,Clear
2021-01-18,Shimla,-0.4,11.5,57.8,7.4,7.4,Drizzle
2021-01-18,Srinagar,-0.5,6.1,73.5,0.0,5.4,Cloudy
2021-01-19,Ahmedabad,11.4,25.9,51.6,0.0,11.9,Pleasant
2021-01-19,Bangalore,14.7,29.5,61.4,0.0,5.4,Clear
2021-01-19,Bikaner,9.0,24.4,46.3,0.0,4.2,Partly Cloudy
2021-01-19,Chennai,21.1,29.3,62.0,0.0,13.2,Partly Cloudy
2021-01-19,Darjeeling,1.3,8.7,80.8,0.0,12.7,Clear
2021-01-19,Delhi,5.5,26.4,63.7,0.0,11.5,Clear
2021-01-19,Hyderabad,10.4,28.2,47.0,0.2,18.5,Drizzle
2021-01-19,Jaisalmer,6.2,22.6,62.2,0.0,10.0,Clear
2021-01-19,Jodhpur,7.1,25.5,59.7,0.0,9.1,Sunny
2021-01-19,Kochi,22.4,29.8,92.4,0.0,10.4,Clear
2021-01-19,Kolkata,13.6,24.4,62.9,0.0,0.6,Clear
2021-01-19,Leh,-14.9,-0.8,23.5,0.0,14.3,Cloudy
2021-01-19,Mumbai,18.2,29.8,58.0,0.0,12.7,Clear
2021-01-19,Pune,8.3,28.9,42.2,0.0,8.1,Partly Cloudy
2021-01-19,Shimla,1.0,11.7,82.6,4.3,13.0,Drizzle
2021-01-19,Srinagar,-3.3,5.3,60.1,5.8,3.9,Light Rain
2021-01-20,Ahmedabad,10.5,28.7,49.4,0.0,8.0,Clear
2021-01-20,Bangalore,16.2,25.9,59.9,0.0,14.5,Pleasant
2021-01-20,Bikaner,5.1,21.3,53.9,0.9,11.7,Drizzle
2021-01-20,Chennai,19.2,28.8,69.4,0.0,18.4,Clear
2021-01-20,Darjeeling,3.0,7.1,72.5,0.0,7.8,Foggy
2021-01-20,Delhi,5.1,17.7,71.4,0.5,9.5,Drizzle
2021-01-20,Hyderabad,17.7,30.2,54.1,0.0,8.0,Partly Cloudy
2021-01-20,Jaisalmer,5.3,21.3,41.1,0.0,16.7,Clear
2021-01-20,Jodhpur,11.7,23.1,51.5,0.0,14.6,Partly Cloudy
2021-01-20,Kochi,19.7,32.0,76.7,0.0,10.0,Humid
2021-01-20,Kolkata,14.1,33.7,66.6,0.0,6.4,Pleasant
2021-01-20,Leh,-15.5,-4.1,47.1,0.0,14.2,Snow
2021-01-20,Mumbai,20.0,28.8,60.6,0.0,16.0,Sunny
2021-01-20,Pune,13.2,31.6,36.9,4.0,8.9,Light Rain
2021-01-20,Shimla,-3.1,9.0,68.7,3.1,13.2,Drizzle
2021-01-20,Srinagar,-5.7,10.8,82.6,0.0,5.8,Snow
2021-01-21,Ahmedabad,11.2,32.3,57.0,0.0,10.2,Partly Cloudy
2021-01-21,Bangalore,13.0,26.0,46.2,0.0,12.5,Pleasant
2021-01-21,Bikaner,11.2,18.0,43.5,0.0,5.0,Sunny
2021-01-21,Chennai,21.3,25.3,76.6,1.7,16.4,Drizzle
2021-01-21,Darjeeling,-0.8,12.9,69.5,0.0,5.8,Clear
2021-01-21,Delhi,8.1,19.1,48.9,0.3,5.9,Light Rain
2021-01-21,Hyderabad,13.6,29.5,56.4,0.0,14.3,Pleasant
2021-01-21,Jaisalmer,7.0,26.7,43.3,0.0,13.1,Sunny
2021-01-21,Jodhpur,10.7,23.9,44.4,0.0,11.3,Partly Cloudy
2021-01-21,Kochi,25.1,30.4,76.9,0.0,11.7,Humid
2021-01-21,Kolkata,18.2,24.7,66.5,0.0,11.6,Pleasant
2021-01-21,Leh,-16.5,-8.3,43.3,0.0,11.7,Snow
2021-01-21,Mumbai,20.6,31.2,60.0,0.0,12.5,Partly Cloudy
2021-01-21,Pune,12.1,26.2,62.3,3.2,7.5,Drizzle
2021-01-21,Shimla,0.7,8.5,70.5,0.0,4.2,Cloudy
2021-01-21,Srinagar,-4.7,4.7,87.4,0.0,9.0,Cloudy
2021-01-22,Ahmedabad,13.0,25.2,44.0,0.0,8.5,Pleasant
2021-01-22,Bangalore,17.6,27.6,58.9,1.2,9.5,Drizzle
2021-01-22,Bikaner,7.8,17.5,46.8,0.0,9.8,Clear
2021-01-22,Chennai,22.3,33.8,77.4,0.0,15.0,Clear
2021-01-22,Darjeeling,-1.4,9.6,77.3,0.0,12.8,Cloudy
2021-01-22,Delhi,5.3,18.1,61.0,4.1,7.1,Light Rain
2021-01-22,Hyderabad,12.5,24.8,62.1,0.0,12.3,Partly Cloudy
2021-01-22,Jaisalmer,7.2,20.4,34.1,1.3,15.1,Drizzle
2021-01-22,Jodhpur,11.4,27.2,58.2,0.0,8.6,Clear
2021-01-22,Kochi,24.0,30.8,87.9,1.0,11.2,Light Rain
2021-01-22,Kolkata,17.4,27.7,75.3,0.5,11.8,Light Rain
2021-01-22,Leh,-13.7,-2.3,30.6,0.0,14.3,Snow
2021-01-22,Mumbai,14.1,31.1,76.8,0.0,5.9,Partly Cloudy
2021-01-22,Pune,12.8,30.4,47.8,0.0,14.2,Pleasant
2021-01-22,Shimla,2.1,9.6,60.0,0.0,15.4,Cloudy
2021-01-22,Srinagar,-3.1,6.0,69.5,4.2,12.8,Drizzle
2021-01-23,Ahmedabad,14.9,27.2,55.2,0.0,10.2,Clear
2021-01-23,Bangalore,15.5,20.3,76.7,0.0,8.3,Partly Cloudy
2021-01-23,Bikaner,9.4,25.3,44.9,2.0,12.1,Drizzle
